Id,duration,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,last_flag,attack_class,protocol_type_tcp,protocol_type_udp,service_X11,service_Z39_50,service_aol,service_auth,service_bgp,service_courier,service_csnet_ns,service_ctf,service_daytime,service_discard,service_domain,service_domain_u,service_echo,service_eco_i,service_ecr_i,service_efs,service_exec,service_finger,service_ftp,service_ftp_data,service_gopher,service_harvest,service_hostnames,service_http,service_http_2784,service_http_443,service_http_8001,service_imap4,service_iso_tsap,service_klogin,service_kshell,service_ldap,service_link,service_login,service_mtp,service_name,service_netbios_dgm,service_netbios_ns,service_netbios_ssn,service_netstat,service_nnsp,service_nntp,service_ntp_u,service_other,service_pm_dump,service_pop_2,service_pop_3,service_printer,service_private,service_red_i,service_remote_job,service_rje,service_shell,service_smtp,service_sql_net,service_ssh,service_sunrpc,service_supdup,service_systat,service_telnet,service_tftp_u,service_tim_i,service_time,service_urh_i,service_urp_i,service_uucp,service_uucp_path,service_vmnet,service_whois,flag_REJ,flag_RSTO,flag_RSTOS0,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,attack_buffer_overflow,attack_ftp_write,attack_guess_passwd,attack_imap,attack_ipsweep,attack_land,attack_loadmodule,attack_multihop,attack_neptune,attack_nmap,attack_normal,attack_perl,attack_phf,attack_pod,attack_portsweep,attack_rootkit,attack_satan,attack_smurf,attack_spy,attack_teardrop,attack_warezclient,attack_warezmaster
srv_rerror_rate,0.173606579,-0.033163768,-0.113903722,,,,-0.028680483,,-0.283534807,-0.00885078,,,,,,,,,,0.162989889,-0.11462865,-0.227173355,-0.234509376,0.989007641,1,-0.209803817,0.275322472,-0.073296253,0.071018534,-0.249502984,-0.255568462,0.380097382,0.029802084,0.012246219,-0.22647217,-0.230753459,0.917822363,0.970207964,-0.115746067,0.324545543,0.178296743,-0.137625316,0.007800434,0.024260241,0.010819511,0.013790706,0.025214481,0.015485051,0.018668525,0.023939367,0.011222073,0.023057408,0.014830921,-0.1041285,0.020471912,-0.072779185,-0.059247647,0.01672378,0.019052436,-0.026306778,-0.015920668,-0.0760333,0.022827107,0.004663778,0.022062189,-0.099836401,0.007650519,0.024165812,0.004663778,0.020887563,0.016567706,0.008183435,0.015507493,0.016930106,0.023786215,0.010109534,0.018367594,0.026218931,0.015563386,0.019163271,0.014722798,0.006834077,0.019003395,0.002598535,-0.013683017,0.122892564,-0.002359017,0.016316024,-0.004823164,0.00591062,0.182860706,-0.002983982,0.018613412,0.020263046,0.002833017,-0.083750803,0.019657445,0.013251722,0.014216968,0.011998,0.016651033,-0.011439948,-0.001827272,-0.002983982,0.016124762,-0.00333622,-0.025946327,0.024537554,0.021119041,0.019403707,0.019736976,0.841011756,0.295556325,0.034966881,0.370740898,-0.2304777,-0.019727987,-0.011284263,-0.006764242,-0.445485972,-0.017311488,-0.004189381,-0.002983982,0.050923969,-0.002764097,-0.001615408,-0.004476151,-0.003165004,-0.002791249,0.099522068,-0.041006842,-0.253502206,-0.001827272,6.64E-05,-0.014968636,0.394642433,-0.00333622,0.224905066,-0.054845634,-0.001491956,-0.031620079,-0.030998671,-0.004718315
same_srv_rate,0.08586851,0.119280626,0.268596475,,,,0.10362501,,0.600543653,0.076679167,,,,,,,,,,-0.628024194,0.191821832,-0.761886639,-0.756783147,-0.209824409,-0.209803817,1,-0.376836593,0.277157991,-0.509780078,0.705418675,0.788986533,-0.16648685,0.279722895,0.240172279,-0.760647144,-0.765321227,-0.214714147,-0.214088899,-0.005317679,-0.539978184,-0.266471812,0.189985658,0.012764851,-0.112228339,-0.00599038,-0.079339359,-0.102396933,-0.097143782,-0.089124493,-0.089009224,-0.086446076,-0.087895514,-0.08781254,0.206323949,-0.077902365,0.13629573,0.12192729,-0.074459142,-0.075170298,-0.050429145,0.014799772,0.097246353,-0.083296873,-0.00599038,-0.081479475,0.491902227,-0.004235821,-0.079649493,-0.00599038,-0.094192657,-0.099357415,-0.06543479,-0.058640042,-0.072038378,-0.081007604,-0.069109234,-0.077233673,-0.078437404,-0.075576016,-0.067451008,-0.070024496,-0.070440808,-0.089805363,-0.06187355,0.014405549,-0.040035106,-0.006949474,-0.030946258,0.001976567,-0.027292127,-0.414865353,0.006146648,-0.027055487,-0.026816218,-0.023512146,0.165907961,-0.054569952,-0.057631731,-0.071203595,-0.08677971,-0.082652771,-0.027390293,-0.006855686,0.004107283,-0.075758955,0.004500914,-0.037059125,-0.099511181,-0.099349006,-0.094372691,-0.098947173,-0.235682017,-0.107221191,-0.03440192,0.085028101,-0.765291325,0.036971483,0.022794983,0.013850208,0.826882423,0.032460569,0.009001778,0.006146648,0.01582373,0.007207669,0.131675957,0.006712574,0.004212243,0.00574964,-0.887817381,0.082703868,0.751912098,0.003763963,0.004346267,0.030833607,0.044595533,0.006872216,-0.179110744,0.112975472,0.003073251,0.050619023,0.064342101,0.009719167
diff_srv_rate,0.001608306,-0.035557497,-0.112569282,,,,-0.03013985,,-0.221326055,-0.030726094,,,,,,,,,,0.222633848,-0.109438439,0.051492334,0.04498496,0.267596234,0.275322472,-0.376836593,1,-0.101178865,0.190841345,-0.300446615,-0.330737815,0.496589317,-0.010664109,-0.095598793,0.050397077,0.047317231,0.225387245,0.278101828,-0.060814831,0.296681902,0.006595163,0.005750252,0.012635553,0.00291487,0.020704568,0.021786441,0.002400672,0.003076687,0.004142725,0.004145584,0.005549139,0.006269973,0.004394052,-0.072783952,0.004308896,-0.034988251,-0.055314476,0.002579965,0.003093959,0.031320329,-0.009699253,-0.023652049,0.007023013,0.020704568,0.004310315,-0.221711645,0.014640282,0.004782766,0.020704568,0.001758114,0.002805082,0.002917046,0.003019145,0.003299095,0.003174716,0.004927266,0.003316725,0.005117674,0.00502656,0.003897961,0.006246225,0.005295377,0.002444285,0.008380173,0.013688371,0.318777581,0.032737186,0.00426846,0.019642695,0.008146072,0.163984876,-0.002786752,0.007153206,0.0065186,0.010529594,-0.032985616,0.008195798,0.005110313,0.003597165,0.005947882,0.004962867,0.008017486,0.001270589,-0.00168183,0.00112304,0.006767092,0.15435995,0.0046461,0.003215227,0.002192112,0.004847425,0.309898758,0.010387836,0.048418633,-0.0097038,0.045669098,-0.005507693,-0.006128454,-0.002432696,-0.222218327,-0.004197421,-0.002144407,-0.002786752,-0.007174123,-0.003267795,-0.058097716,-0.000202417,0.008347011,-0.002606757,0.036649222,-0.032312257,-0.203658177,-0.001706496,-0.0019705,-0.013979263,0.112390563,-0.003115708,0.570844663,-0.051220533,-0.001393343,-0.024815234,-0.025990815,-0.004406451
srv_diff_host_rate,-0.05009894,0.011233649,0.01287897,,,,-0.01707026,,0.131072318,-0.004731245,,,,,,,,,,-0.263063328,-0.077424111,-0.224024218,-0.225739897,-0.076063968,-0.073296253,0.277157991,-0.101178865,1,-0.360050938,0.153046753,0.291416313,-0.118727022,0.248365865,0.466022183,-0.226716943,-0.227028971,-0.076798763,-0.081426369,-0.054059065,0.014955707,-0.173343974,-0.051943406,-0.00901931,-0.03109071,-0.001492466,-0.031433854,-0.028199572,-0.028674971,-0.024690265,-0.025096483,-0.024138196,-0.024530507,-0.025230461,0.003022042,-0.022023193,0.495997422,-0.04732571,-0.02328598,-0.023019389,-0.035609072,-0.040597707,-0.061055425,-0.024068313,-0.001492466,-0.022675627,0.044965877,-0.001055329,-0.024346664,-0.001492466,-0.025809936,-0.027736512,-0.021997718,-0.018269961,-0.021403551,-0.02304375,-0.021895528,-0.022150132,-0.0224519,-0.021272218,-0.019685648,-0.02010783,-0.020052047,-0.026554919,-0.018177858,-0.01117622,-0.070913097,-0.002359824,-0.00932326,-0.017164989,-0.008768585,-0.171598528,-0.002985003,-0.00932326,-0.009790019,-0.007165165,0.286782517,-0.016534527,-0.018633866,-0.020630333,-0.024667505,-0.023092396,-0.051450634,-0.001827897,-0.002985003,-0.02705859,-0.003337361,-0.02043971,-0.029565282,-0.027777078,-0.026278149,-0.027858036,-0.049708156,-0.036873183,-0.010714755,-0.048713618,-0.221881317,-0.000172046,0.019032599,0.000203282,0.254153053,-0.016534316,-0.005780939,0.000848907,-0.007684495,0.004935321,0.400169876,0.031306897,-0.003166087,0.001306402,-0.25750085,0.227459589,0.119380436,-0.001827897,0.003311199,0.031214028,-0.056797082,-0.003337361,-0.063206625,-0.054864398,-0.001492466,-0.031630897,-0.02740397,-0.004719929
dst_host_count,0.05429516,-0.0730447,-0.209267179,,,,-0.043161084,,-0.401087338,-0.037133363,,,,,,,,,,0.468091121,0.15131904,0.395582448,0.393352878,0.068455404,0.071018534,-0.509780078,0.190841345,-0.360050938,1,-0.303211185,-0.518148671,0.144369074,-0.313014583,-0.505494236,0.410921344,0.407530851,0.071923004,0.067141985,0.010690448,0.216277479,-0.01561311,0.164914959,-0.013741784,0.060770701,0.002926019,0.038955659,0.053400525,0.056099232,0.048342516,0.044364255,0.046019389,0.047058299,0.046308691,0.129072443,0.041762268,-0.316414514,0.059316255,0.045652775,0.045130116,0.024328446,0.008876458,-0.09005835,0.043921724,0.002926019,0.044381873,-0.359793947,0.002069,0.047732275,0.002926019,0.049933061,0.054203233,0.043127104,0.035818739,0.041407295,0.043220837,0.042231753,0.040809348,0.041429194,0.04126797,0.038404917,0.039245537,0.038012952,0.051147339,0.03421686,-0.021860386,0.103505898,-0.000695347,0.018124094,-0.009892075,0.017191042,0.243730571,-0.004159076,0.014630749,0.014638105,0.014007152,-0.117861236,0.032260182,0.03044687,0.040036837,0.048100148,0.044421196,0.005786681,-0.005762749,-0.011860812,0.028988803,-0.003291596,0.042380936,0.057723799,0.054312309,0.050317818,0.052794624,0.028195339,0.050986575,0.015998218,0.057142705,0.398742194,-0.036219357,-0.024296083,-0.01242683,-0.400151655,-0.019074413,-0.027860578,-0.014511736,-0.032288,-0.014460541,-0.304153913,-0.021560938,-0.015292677,-0.008126602,0.465789839,-0.147964057,-0.375051085,0.000533766,0.004138048,-0.039392499,0.086120594,-0.000291824,0.114974994,0.080792173,0.002926019,0.047653846,-0.074440862,-0.019046632
dst_host_srv_count,-0.135982463,5.50E-05,0.323253371,,,,-0.039058214,,0.624362594,-0.004396287,,,,,,,,,,-0.395978647,0.205498442,-0.55780987,-0.555038293,-0.251078082,-0.249502984,0.705418675,-0.300446615,0.153046753,-0.303211185,1,0.8966629,-0.390317516,-0.068627463,0.014253192,-0.57260257,-0.567600314,-0.250309472,-0.252851433,0.289130591,-0.638880735,-0.102298958,0.129770752,-0.023163245,-0.078645135,-0.004126792,-0.084258402,-0.071688642,-0.072694455,-0.063029568,-0.064096056,-0.061888131,-0.062619961,-0.064914664,0.248589123,-0.055814731,-0.031731585,0.050393135,-0.058182451,-0.057680848,-0.097248643,-0.090791023,-0.133826864,-0.061074689,-0.004126792,-0.057366873,0.734629886,-0.002918071,-0.060925993,-0.004126792,-0.068147906,-0.069628748,-0.055211609,-0.045641735,-0.053995555,-0.058310214,-0.05519228,-0.056234804,-0.05713851,-0.054342883,-0.050011887,-0.051031761,-0.051082497,-0.066833271,-0.046159279,-0.025095401,-0.162191276,-0.006525109,-0.023882796,-0.0454806,-0.022382472,-0.390511508,-0.00793883,-0.024191241,-0.025247269,-0.021801837,0.026525376,-0.041503871,-0.04661124,-0.051912494,-0.062080423,-0.058505067,-0.111196007,-0.005010204,-0.008208787,-0.068145894,-0.006563977,-0.057437827,-0.074917339,-0.069988355,-0.066638108,-0.070725269,-0.181487746,-0.091483384,-0.028412927,-0.133367787,-0.552885472,0.012039459,0.024129736,0.001963627,0.670878061,-0.04796371,-0.014186283,-0.006688025,-0.016608132,-0.009294825,-0.053269038,-0.012021204,-0.008559359,-0.007682194,-0.639141928,-0.020566449,0.722546218,-0.005024899,0.006724086,-0.022336221,-0.158029186,-0.008825648,-0.157342427,0.061944312,-0.002453093,-0.042635148,-0.054448507,-0.012180198
dst_host_same_srv_rate,-0.1395048,0.068031894,0.31132062,,,,0.013809084,,0.604056318,0.059499272,,,,,,,,,,-0.473963946,0.184340691,-0.622803796,-0.619136237,-0.257616584,-0.255568462,0.788986533,-0.330737815,0.291416313,-0.518148671,0.8966629,1,-0.419344253,0.135947061,0.24458194,-0.639211071,-0.632054031,-0.257180029,-0.258150018,0.136161442,-0.551871082,-0.200894371,0.121530272,-0.012020898,-0.088595071,-0.004626223,-0.090290337,-0.080601304,-0.081877528,-0.070934561,-0.071925682,-0.069567494,-0.070441171,-0.072930872,0.232568654,-0.062867076,0.182238994,0.05889982,-0.065681576,-0.065095327,-0.103545856,-0.083538579,-0.078352421,-0.068747204,-0.004626223,-0.064645007,0.684155747,-0.003271221,-0.068772217,-0.004626223,-0.074355776,-0.078556548,-0.062286437,-0.051522763,-0.060862534,-0.065688044,-0.06193929,-0.063279276,-0.064253906,-0.061162073,-0.05630358,-0.057482774,-0.057491888,-0.075339391,-0.051752002,-0.009088939,-0.17662734,-0.007202522,-0.026859449,-0.045465847,-0.025162366,-0.423806292,-0.008520434,-0.02711534,-0.028342481,-0.022720644,0.042542965,-0.046829663,-0.051456669,-0.058528874,-0.070014873,-0.065902657,-0.094158655,-0.00530363,-6.65E-05,-0.059085326,-0.006693123,-0.064811181,-0.084376896,-0.078918366,-0.0749761,-0.079601134,-0.182980949,-0.095360205,-0.031579552,-0.14139152,-0.617262686,0.01359146,0.024945365,0.005809817,0.733638677,-0.050249005,0.016458597,0.006279552,0.021878109,0.008073127,0.135429792,0.00870963,0.005917839,0.003229088,-0.714172556,0.063384247,0.693812711,-0.005521032,0.005664037,0.004044636,-0.176020821,-0.00427185,-0.177857018,0.054842104,-0.002984285,-0.050205395,0.034318746,0.010631025
dst_host_diff_srv_rate,0.323504542,-0.036770901,-0.131369712,,,,-0.028852186,,-0.256067103,-0.027770904,,,,,,,,,,0.167454386,-0.107911918,-0.018194134,-0.028694038,0.376002806,0.380097382,-0.16648685,0.496589317,-0.118727022,0.144369074,-0.390317516,-0.419344253,1,0.232567419,-0.037430112,-0.017735865,-0.026102311,0.409123082,0.385090532,-0.183795754,0.410268538,-0.029615853,0.104297319,0.0056126,-0.002769845,0.019341573,0.001192325,-0.001715038,-0.004977786,-0.000287189,0.003873056,-0.002211511,-0.00107472,0.002275014,-0.098283335,-0.000918591,-0.080718432,-0.035587858,-0.003040678,-0.002113118,-0.008398409,-0.003190463,-0.009908289,0.006547181,0.019341573,0.000224519,-0.290431072,0.013676503,-0.003449892,0.019341573,-0.002080684,-0.001744557,-0.00200161,-0.000986553,-0.001682116,0.003522497,-0.000920479,0.004709039,0.003530829,0.001584439,0.001399634,0.002882045,-0.000907217,-0.003055423,0.002635102,-0.005970858,0.507242671,0.008838936,0.006485966,0.006717371,0.006871626,0.247793662,-0.002655499,0.014205382,0.01587189,0.009747531,-0.00507701,0.004098015,0.007588329,0.001833017,-0.000798199,-0.000641642,-0.003033744,-0.000592869,-0.001917292,0.00015769,0.000804051,-0.023717665,-0.005180926,-0.001392173,-0.000879392,0.00022416,0.272024238,0.009830534,0.019825446,0.320840411,-0.048399314,-0.002562017,-0.00832133,-0.003121001,-0.226237074,0.195674961,-0.006776693,0.007046644,-0.009008132,-0.004058214,0.044004667,-0.003280325,0.00548558,-0.003160416,-0.06112654,0.048586235,-0.242896798,-0.001367809,-0.002250536,0.0114085,0.375347226,-0.003251937,0.518219898,-0.037720264,-0.001327718,0.058835109,-0.027495434,-0.005266124
dst_host_same_src_port_rate,0.276601702,0.017299924,-0.080878879,,,,-0.038697448,,-0.16099391,-0.034179152,,,,,,,,,,-0.138228297,0.158327134,-0.275974721,-0.275070821,0.032678637,0.029802084,0.279722895,-0.010664109,0.248365865,-0.313014583,-0.068627463,0.135947061,0.232567419,1,0.458869283,-0.278910492,-0.276497096,0.038094246,0.027768043,-0.370501344,0.312350158,-0.474164355,0.146451348,-0.005851724,-0.037203717,-0.001913368,-0.033673472,-0.032960893,-0.034766944,-0.028784194,-0.028954306,-0.028924065,-0.028194478,-0.029637239,-0.076182546,-0.025498242,0.503511206,0.276652273,-0.027778867,-0.026951692,-0.043451398,-0.045081241,0.155739765,-0.028138146,-0.001913368,-0.025808042,-0.181722795,-0.00135295,-0.029299778,-0.001913368,-0.029097152,-0.032844782,-0.025567784,-0.020882999,-0.025364905,-0.026734112,-0.025861138,-0.025048787,-0.025652394,-0.023100789,-0.020673911,-0.022054329,-0.023406664,-0.031607455,-0.019701512,0.030891136,0.304694609,-0.002862222,-0.008017803,-0.010798417,-0.006849476,-0.032184128,-0.002762951,-0.005301668,-0.0069446,-0.003738391,-0.096899735,-0.015984583,-0.019442039,-0.023061243,-0.02869754,-0.02643844,-0.042221325,-0.001816952,0.009713421,-0.028562413,0.001027154,-0.006457264,-0.035970975,-0.032413047,-0.030568528,-0.033071333,-0.069281724,-0.038393159,0.032417351,0.246313508,-0.285644173,-0.00559129,-0.001711393,0.001354242,0.227558006,0.112155786,0.026586891,0.018740254,-0.002861353,0.015665382,0.403706494,0.027079818,0.016062541,0.01365258,-0.330983304,0.280107079,-0.09244527,-0.002290753,-0.002705933,0.054116378,0.28436826,0.00293029,0.061687138,0.256433776,-0.001913368,0.028958463,0.128507593,0.03065188
dst_host_srv_diff_host_rate,-0.034260181,-0.030134718,-0.015250128,,,,-0.034278847,,-0.052834085,-0.01659867,,,,,,,,,,-0.227775031,-0.061071994,-0.192245648,-0.190333581,0.015619998,0.012246219,0.240172279,-0.095598793,0.466022183,-0.505494236,0.014253192,0.24458194,-0.037430112,0.458869283,1,-0.194435137,-0.193041084,0.02242134,0.023266538,-0.258010829,0.248197363,-0.255114451,-0.112144461,-0.007727609,-0.026638053,-0.001278722,0.007454509,-0.02416097,-0.024568285,-0.021154248,-0.018153098,-0.020681244,-0.02101737,-0.0176192,-0.082522388,-0.018869141,0.75451052,-0.029867859,-0.019951078,-0.019722667,0.046197927,-0.032458745,-0.000515873,-0.015035748,-0.001278722,-0.019428137,-0.007968805,-0.00090419,-0.020859856,-0.001278722,-0.023058346,-0.023764227,-0.018847315,-0.015653428,-0.018338241,-0.016098559,-0.018759759,-0.015186957,-0.016244171,-0.018225717,-0.016866368,-0.017228086,-0.017180292,-0.022751856,-0.015574516,-0.007724906,-0.060757277,-0.002021862,-0.007988029,0.074653403,-0.007512792,-0.120001909,-0.002557506,-0.004395761,-0.001545507,-0.007291663,-0.051552986,-0.014166535,-0.009662813,-0.01767576,-0.021134748,-0.019785218,0.022609889,-0.001566115,-0.002557506,-0.018209655,-0.002377192,-0.018911423,-0.02533109,-0.023798983,-0.022514723,-0.022056155,0.048077527,-0.022953365,-0.008398648,-0.043108097,-0.188408427,-0.001825366,-0.000853991,-0.002365234,0.163395362,-0.014771003,0.004067972,0.007577988,-0.004405222,-0.002998977,0.796007032,0.041307862,0.014772559,-0.002392318,-0.218347439,0.159282748,-0.055117918,-0.001566115,-0.001808401,0.059912698,-0.047866772,-0.001894983,-0.053880378,-0.047006992,-0.001278722,-0.027100878,0.058087308,-0.004043964
dst_host_serror_rate,-0.078252091,-0.099584696,-0.208831646,,,,-0.085733389,,-0.491484291,-0.046812775,,,,,,,,,,0.459044373,-0.146792309,0.979373016,0.97759594,-0.226259858,-0.22647217,-0.760647144,0.050397077,-0.226716943,0.410921344,-0.57260257,-0.639211071,-0.017735865,-0.278910492,-0.194435137,1,0.985052176,-0.235536402,-0.227916236,-0.005947512,0.404283378,0.299094943,-0.231571968,-0.013723743,0.093256084,-0.001742013,0.061867657,0.082208004,0.090829729,0.074542148,0.071641663,0.077908491,0.070466877,0.067108108,-0.177685796,0.06332069,-0.124011157,-0.095210042,0.070684589,0.068094793,0.094659944,-0.014587812,-0.044793616,0.065750731,-0.001338883,0.064909585,-0.389153816,-0.001168439,0.069396738,-0.001114922,0.078735448,0.086924537,0.072302248,0.053628527,0.064106372,0.063889955,0.069352576,0.065421869,0.06090213,0.064544447,0.055983709,0.060087178,0.06650846,0.080920191,0.060804467,-0.023370718,-0.104023407,-0.003717599,0.020062182,-0.008697633,0.024869181,0.322260751,-0.005096669,0.018440708,0.019738512,0.023349577,-0.121803097,0.044308446,0.054228549,0.062001662,0.078272354,0.07026589,0.095615083,-0.003120998,-0.005096669,0.063838795,-0.005698294,-0.044316564,0.087001848,0.083522709,0.079585356,0.084928791,-0.189189644,-0.069490887,0.001324487,-0.086925256,0.975844037,-0.019868291,-0.011914491,-0.008307346,-0.741812959,0.063606933,-0.009870519,-0.005096669,-0.008438496,0.00619036,-0.109674151,0.015901985,-0.005405855,-0.004767478,0.857456701,-0.030342145,-0.65184019,-0.003120998,-0.003603832,-0.017692075,-0.090925086,-0.005698294,-0.087255463,-0.089869615,-0.000577414,-0.049882336,-0.051572571,-0.007492302
dst_host_srv_serror_rate,-0.07795549,-0.099962692,-0.208730832,,,,-0.085295387,,-0.493270056,-0.050796273,,,,,,,,,,0.460806635,-0.145935467,0.9811389,0.986251674,-0.224987375,-0.230753459,-0.765321227,0.047317231,-0.227028971,0.407530851,-0.567600314,-0.632054031,-0.026102311,-0.276497096,-0.193041084,0.985052176,1,-0.234509652,-0.232919406,0.00720608,0.407068323,0.29755111,-0.229676464,-0.011560684,0.094193216,-0.002489855,0.062026005,0.083102878,0.091878118,0.07523611,0.072869271,0.07865837,0.071201198,0.068277957,-0.173775191,0.064030932,-0.121457784,-0.098875631,0.071598182,0.068657434,0.093177782,-0.014052962,-0.058481324,0.066917625,0.001980475,0.065526393,-0.384369756,-0.001760586,0.070269689,0.001980475,0.07953626,0.087716919,0.07316727,0.054442408,0.06467859,0.065598271,0.06987228,0.066319599,0.061703155,0.065198799,0.056878779,0.060623504,0.067149987,0.081698759,0.061278409,-0.022834949,-0.106511012,-0.003936853,0.020248252,-0.007182528,0.025719466,0.327868054,-0.004979829,0.020011958,0.020492583,0.023450598,-0.139181545,0.044783281,0.05487677,0.062570677,0.079998432,0.070954827,0.094049392,-0.003049449,-0.004979829,0.064771098,-0.005567662,-0.043300615,0.087824754,0.084316091,0.080412704,0.085852412,-0.1951747,-0.068584772,0.012728893,-0.086060013,0.981209295,-0.013145324,-0.016595392,-0.008216386,-0.745689595,0.07357126,-0.009644239,-0.004979829,-0.008147005,0.006303205,-0.107153431,0.009533195,-0.005281927,-0.004658185,0.861740173,-0.025059328,-0.654984095,-0.003049449,-0.003521215,-0.024980458,-0.084257492,-0.005067848,-0.097342052,-0.091529318,0.000326453,-0.052769274,-0.051965334,-0.007874176
dst_host_rerror_rate,0.150303545,-0.045250661,-0.120730892,,,,-0.03599366,,-0.275974312,-0.02284682,,,,,,,,,,0.178324727,-0.102134413,-0.231811809,-0.235066998,0.926748537,0.917822363,-0.214714147,0.225387245,-0.076798763,0.071923004,-0.250309472,-0.257180029,0.409123082,0.038094246,0.02242134,-0.235536402,-0.234509652,1,0.924687926,-0.109557507,0.307849141,0.137253389,-0.09243285,-0.005751009,0.025998194,0.010283434,0.009877212,0.026865641,0.017020683,0.019157577,0.023516904,0.008634007,0.022276055,0.016722839,-0.104122239,0.018789527,-0.07485578,-0.048087844,0.018212476,0.020289983,-0.024041992,-0.015142965,-0.066551731,0.024705927,0.009308599,0.022348416,-0.104673806,0.006995733,0.025523582,0.009373588,0.022197487,0.016927232,0.009196387,0.016810058,0.017693993,0.024392769,0.012001674,0.017309781,0.025062201,0.015778022,0.020417384,0.016342405,0.004084619,0.020452506,0.002869698,-0.014122875,0.129165661,0.003106731,0.017020986,-0.003636283,0.008256908,0.173547201,-0.000262103,0.014866177,0.016893922,0.005480006,-0.070079593,0.020645265,0.011580476,0.016408228,0.012125604,0.015143122,-0.018520639,-0.001891698,-0.002764238,0.019620926,-0.003453847,-0.026793547,0.026233726,0.022535267,0.02059709,0.018761153,0.812842146,0.272908371,0.007374776,0.270777312,-0.232596727,-0.011544915,-0.009384924,-0.004665591,-0.394718346,-0.017970633,-0.00490867,-0.003089191,0.050889712,-0.003539303,0.001943326,-0.004352333,-0.003276594,-0.002611752,0.109998212,-0.042452648,-0.252561985,0.001769683,-0.002184353,-0.015366639,0.301172045,-0.001332112,0.242775496,-0.043104156,-0.001544558,0.031797051,-0.031451999,-0.004638038
dst_host_srv_rerror_rate,0.171099025,-0.047173835,-0.109380561,,,,-0.037023038,,-0.272809022,-0.02050055,,,,,,,,,,0.167706885,-0.113713054,-0.22662272,-0.233143948,0.964448626,0.970207964,-0.214088899,0.278101828,-0.081426369,0.067141985,-0.252851433,-0.258150018,0.385090532,0.027768043,0.023266538,-0.227916236,-0.232919406,0.924687926,1,-0.104907482,0.325049433,0.179227877,-0.138344048,0.008851469,0.024823393,0.010973112,0.014103539,0.025767348,0.015914122,0.019107913,0.024451053,0.011559492,0.023553071,0.015038973,-0.104672298,0.020913914,-0.073159266,-0.05955706,0.017126602,0.019483684,-0.029061085,-0.016709448,-0.078302525,0.023121953,0.004736682,0.022530182,-0.100455224,0.007759131,0.024309845,0.004736682,0.021276227,0.017003571,0.008464145,0.015854825,0.017320792,0.02427971,0.010414687,0.01878301,0.026739651,0.01593512,0.019569688,0.015074333,0.007081758,0.019461874,0.002775915,-0.013754475,0.125062664,-0.002371337,0.016603418,-0.004751061,0.006057235,0.186741996,-0.002999566,0.018930924,0.020605863,0.00348436,-0.087904969,0.020045497,0.013572351,0.014565991,0.012349764,0.017051376,-0.014366917,-0.001836815,-0.002999566,0.017085421,-0.003353643,-0.026081829,0.025092315,0.02161489,0.019865252,0.020215345,0.829070702,0.267239879,0.032466935,0.360141202,-0.231208387,-0.01334586,-0.009169453,-0.004186082,-0.429319337,-0.01744958,-0.004778474,-0.002999566,0.048744004,-0.003517344,-0.003463007,-0.004499527,-0.002887536,-0.002805826,0.102292235,-0.041220995,-0.253428381,-0.001836815,-0.00212098,-0.015046808,0.396477117,-0.002656367,0.228151426,-0.055132059,-0.001499747,-0.031785211,-0.031592062,-0.004742956
